Title,Json_url,Download_Number,published_date,updated_date
Farmers Queries in Kisan Call Centre (KCC) from Surendranagar district of Gujarat for the month of September 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0419&Month=9&Year=2012,1,18/01/2019,18/01/2019
Farmers Queries in Kisan Call Centre (KCC) from Dohad district of Gujarat for the month of September 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0424&Month=9&Year=2012,1,18/01/2019,18/01/2019
Farmers Queries in Kisan Call Centre (KCC) from SURENDRANAGAR district of GUJARAT for the month of February 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0419&Month=2&Year=2020,0,16/06/2020,16/06/2020
Farmers Queries in Kisan Call Centre (KCC) from NAVSARI district of GUJARAT for the month of February 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0422&Month=2&Year=2020,0,16/06/2020,16/06/2020
Farmers Queries in Kisan Call Centre (KCC) from SURAT district of GUJARAT for the month of April 2014,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0412&Month=4&Year=2014,1,14/06/2018,14/06/2018
Farmers Queries in Kisan Call Centre (KCC) from SURAT district of GUJARAT for the month of March 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0412&Month=3&Year=2019,3,05/03/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from SABARKANTHA district of GUJARAT for the month of September 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0411&Month=9&Year=2019,4,02/09/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from SABARKANTHA district of GUJARAT for the month of October 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0411&Month=10&Year=2019,2,01/10/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from SURAT district of GUJARAT for the month of December 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0412&Month=12&Year=2019,2,02/12/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from SURAT district of GUJARAT for the month of May 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0412&Month=5&Year=2019,3,01/05/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from KACHCHH district of GUJARAT for the month of July 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0417&Month=7&Year=2019,3,01/07/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from KACHCHH district of GUJARAT for the month of September 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0417&Month=9&Year=2019,4,02/09/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from RAJKOT district of GUJARAT for the month of February 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0418&Month=2&Year=2019,3,04/02/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from KHEDA district of GUJARAT for the month of July 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0408&Month=7&Year=2019,2,01/07/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from KHEDA district of GUJARAT for the month of September 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0408&Month=9&Year=2019,2,02/09/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from VADODARA district of GUJARAT for the month of November 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0403&Month=11&Year=2019,2,01/11/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from VALSAD district of GUJARAT for the month of August 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0405&Month=8&Year=2019,2,01/08/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from VALSAD district of GUJARAT for the month of April 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0405&Month=4&Year=2019,1,01/04/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from VALSAD district of GUJARAT for the month of June 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0405&Month=6&Year=2019,3,03/06/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from DANGS district of GUJARAT for the month of March 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0406&Month=3&Year=2019,3,05/03/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from DANGS district of GUJARAT for the month of April 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0406&Month=4&Year=2019,2,01/04/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from DANGS district of GUJARAT for the month of August 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0406&Month=8&Year=2019,3,01/08/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from GANDHINAGAR district of GUJARAT for the month of October 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0407&Month=10&Year=2019,3,01/10/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from PANCH MAHALS district of GUJARAT for the month of September 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0410&Month=9&Year=2019,2,02/09/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from PANCH MAHALS district of GUJARAT for the month of November 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0410&Month=11&Year=2019,2,01/11/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from SURAT district of GUJARAT for the month of February 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0412&Month=2&Year=2019,2,04/02/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from JAMNAGAR district of GUJARAT for the month of February 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0415&Month=2&Year=2019,2,04/02/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from JAMNAGAR district of GUJARAT for the month of April 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0415&Month=4&Year=2019,5,01/04/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from JAMNAGAR district of GUJARAT for the month of June 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0415&Month=6&Year=2019,2,03/06/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from JUNAGAdH district of GUJARAT for the month of May 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0416&Month=5&Year=2019,2,01/05/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from SURAT district of GUJARAT for the month of August 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0412&Month=8&Year=2011,1,31/12/2018,31/12/2018
Farmers Queries in Kisan Call Centre (KCC) from MAHESANA district of GUJARAT for the month of December 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0409&Month=12&Year=2019,2,02/12/2019,08/12/2021
Farmers Queries in Kisan Call Centre (KCC) from VALSAD district of GUJARAT for the month of June 2018,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0405&Month=6&Year=2018,2,01/06/2018,01/06/2018
Farmers Queries in Kisan Call Centre (KCC) from PORBANDAR district of GUJARAT for the month of September 2021,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0426&Month=9&Year=2021,1,09/09/2021,09/09/2021
Farmers Queries in Kisan Call Centre (KCC) from MAHESANA district of GUJARAT for the month of October 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0409&Month=10&Year=2011,1,20/12/2018,20/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Chhota Udaipur district of Gujarat for the month of July 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0429&Month=7&Year=2016,10,03/05/2017,03/05/2017
Farmers Queries in Kisan Call Centre (KCC) from Devbhoomi Dwarka District of Gujarat for the month of April 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0430&Month=4&Year=2023,,10/04/2023,10/04/2023
Farmers Queries in Kisan Call Centre (KCC) from Dohad District of Gujarat for the month of April 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0424&Month=4&Year=2023,,20/04/2023,20/04/2023
Farmers Queries in Kisan Call Centre (KCC) from Patan District of Gujarat for the month of April 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0427&Month=4&Year=2023,,20/04/2023,20/04/2023
Farmers Queries in Kisan Call Centre (KCC) from MAHESANA district of GUJARAT for the month of January 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0409&Month=1&Year=2010,2,21/12/2018,21/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Bhavnagar District of Gujarat for the month of April 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=4&Year=2023,,20/04/2023,20/04/2023
Farmers Queries in Kisan Call Centre (KCC) from Sabarkantha District of Gujarat for the month of April 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0411&Month=4&Year=2023,,20/04/2023,20/04/2023
Farmers Queries in Kisan Call Centre (KCC) from KHEDA district of GUJARAT for the month of November 2021,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0408&Month=11&Year=2021,0,02/11/2021,02/11/2021
Farmers Queries in Kisan Call Centre (KCC) from Botad District of Gujarat for the month of May 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=5&Year=2023,,01/05/2023,01/05/2023
Farmers Queries in Kisan Call Centre (KCC) from Narmada District of Gujarat for the month of May 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0428&Month=5&Year=2023,,01/05/2023,01/05/2023
Farmers Queries in Kisan Call Centre (KCC) from Amreli District of Gujarat for the month of May 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=5&Year=2023,,01/05/2023,01/05/2023
Farmers Queries in Kisan Call Centre (KCC) from Surat District of Gujarat for the month of February 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0412&Month=2&Year=2023,,01/02/2023,01/02/2023
Farmers Queries in Kisan Call Centre (KCC) from Chhota Udaipur District of Gujarat for the month of May 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0429&Month=5&Year=2023,,01/05/2023,01/05/2023
Farmers Queries in Kisan Call Centre (KCC) from Surat District of Gujarat for the month of June 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0412&Month=6&Year=2023,,02/06/2023,02/06/2023
Farmers Queries in Kisan Call Centre (KCC) from Kheda District of Gujarat for the month of June 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0408&Month=6&Year=2023,,02/06/2023,02/06/2023
Farmers Queries in Kisan Call Centre (KCC) from Gandhinagar District of Gujarat for the month of June 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0407&Month=6&Year=2023,,02/06/2023,02/06/2023
Farmers Queries in Kisan Call Centre (KCC) from Botad District of Gujarat for the month of June 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=6&Year=2023,,02/06/2023,02/06/2023
Farmers Queries in Kisan Call Centre (KCC) from Mahisagar District of Gujarat for the month of June 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0431&Month=6&Year=2023,,02/06/2023,02/06/2023
Farmers Queries in Kisan Call Centre (KCC) from SABARKANTHA district of GUJARAT for the month of August 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0411&Month=8&Year=2020,4,04/08/2020,03/12/2020
Farmers Queries in Kisan Call Centre (KCC) from Narmada District of Gujarat for the month of July 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0428&Month=7&Year=2023,,01/07/2023,01/07/2023
Farmers Queries in Kisan Call Centre (KCC) from Porbandar District of Gujarat for the month of July 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0426&Month=7&Year=2023,,01/07/2023,01/07/2023
Farmers Queries in Kisan Call Centre (KCC) from Devbhoomi Dwarka District of Gujarat for the month of July 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0430&Month=7&Year=2023,,01/07/2023,01/07/2023
Farmers Queries in Kisan Call Centre (KCC) from Sabarkantha District of Gujarat for the month of July 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0411&Month=7&Year=2023,,01/07/2023,01/07/2023
Farmers Queries in Kisan Call Centre (KCC) from Kheda District of Gujarat for the month of July 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0408&Month=7&Year=2023,,01/07/2023,01/07/2023
Farmers Queries in Kisan Call Centre (KCC) from Dangs District of Gujarat for the month of July 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0406&Month=7&Year=2023,,01/07/2023,01/07/2023
Farmers Queries in Kisan Call Centre (KCC) from Botad District of Gujarat for the month of July 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=7&Year=2023,,01/07/2023,01/07/2023
Farmers Queries in Kisan Call Centre (KCC) from Rajkot District of Gujarat for the month of July 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0418&Month=7&Year=2023,,01/07/2023,01/07/2023
Farmers Queries in Kisan Call Centre (KCC) from Junagadh District of Gujarat for the month of July 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0416&Month=7&Year=2023,,01/07/2023,01/07/2023
Farmers Queries in Kisan Call Centre (KCC) from PORBANDAR district of GUJARAT for the month of December 2013,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0426&Month=12&Year=2013,11,08/06/2018,08/06/2018
Farmers Queries in Kisan Call Centre (KCC) from Ahmadabad District of Gujarat for the month of April 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=4&Year=2023,,20/04/2023,20/04/2023
Farmers Queries in Kisan Call Centre (KCC) from Valsad district of Gujarat for the month of February 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0405&Month=2&Year=2016,3,12/04/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of Gujarat for the month of September 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=9&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Botad district of Gujarat for the month of January 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=1&Year=2015,0,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of Gujarat for the month of February 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=2&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of September 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=9&Year=2017,1,08/09/2017,08/09/2017
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of November 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=11&Year=2017,1,01/11/2017,01/11/2017
Farmers Queries in Kisan Call Centre (KCC) from CHHOTA UDAIPUR district of GUJARAT for the month of October 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0429&Month=10&Year=2017,1,03/10/2017,26/11/2017
Farmers Queries in Kisan Call Centre (KCC) from CHHOTA UDAIPUR district of GUJARAT for the month of March 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0429&Month=3&Year=2017,1,08/09/2017,08/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Botad district of GUJARAT for the month of July 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=7&Year=2017,1,22/09/2017,22/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Botad district of GUJARAT for the month of April 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=4&Year=2017,1,15/09/2017,15/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Amreli district of Gujarat for the month of October 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=10&Year=2016,3,12/04/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from BHARUCH district of GUJARAT for the month of January 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=1&Year=2017,2,01/09/2017,01/09/2017
Farmers Queries in Kisan Call Centre (KCC) from BHARUCH district of GUJARAT for the month of November 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=11&Year=2017,1,01/11/2017,01/11/2017
Farmers Queries in Kisan Call Centre (KCC) from BANAS KANTHA district of GUJARAT for the month of June 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=6&Year=2017,0,20/09/2017,20/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Botad district of Gujarat for the month of January 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=1&Year=2016,2,03/05/2017,03/05/2017
Farmers Queries in Kisan Call Centre (KCC) from Botad district of Gujarat for the month of February 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=2&Year=2016,7,03/05/2017,03/05/2017
Farmers Queries in Kisan Call Centre (KCC) from Anand district of Gujarat for the month of April 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=4&Year=2016,5,03/05/2017,03/05/2017
Farmers Queries in Kisan Call Centre (KCC) from Botad district of Gujarat for the month of March 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=3&Year=2016,5,03/05/2017,03/05/2017
Farmers Queries in Kisan Call Centre (KCC) from Botad district of Gujarat for the month of June 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=6&Year=2016,4,03/05/2017,03/05/2017
Farmers Queries in Kisan Call Centre (KCC) from Botad district of Gujarat for the month of July 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=7&Year=2016,4,03/05/2017,03/05/2017
Farmers Queries in Kisan Call Centre (KCC) from Ahmadabad district of Gujarat for the month of February 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=2&Year=2015,2,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Ahmadabad district of Gujarat for the month of May 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=5&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of July 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=7&Year=2017,1,22/09/2017,22/09/2017
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of August 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=8&Year=2017,1,14/09/2017,14/09/2017
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of November 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=11&Year=2017,0,01/11/2017,01/11/2017
Farmers Queries in Kisan Call Centre (KCC) from BANAS KANTHA district of GUJARAT for the month of February 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=2&Year=2017,2,05/09/2017,05/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Banas Kantha district of Gujarat for the month of September 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=9&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Banas Kantha district of Gujarat for the month of February 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=2&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Banas Kantha district of Gujarat for the month of March 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=3&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Banas Kantha district of Gujarat for the month of July 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=7&Year=2015,2,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Bharuch district of Gujarat for the month of September 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=9&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Bharuch district of Gujarat for the month of October 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=10&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of Gujarat for the month of July 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=7&Year=2016,4,03/05/2017,03/05/2017
Farmers Queries in Kisan Call Centre (KCC) from Bhavnagar district of Gujarat for the month of May 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=5&Year=2016,3,12/04/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from Bhavnagar district of Gujarat for the month of June 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=6&Year=2016,1,12/04/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from Chhota Udaipur district of Gujarat for the month of March 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0429&Month=3&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Chhota Udaipur district of Gujarat for the month of April 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0429&Month=4&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Anand district of Gujarat for the month of June 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=6&Year=2015,2,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Chhota Udaipur district of Gujarat for the month of September 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0429&Month=9&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Anand district of Gujarat for the month of December 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=12&Year=2015,2,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Botad district of Gujarat for the month of July 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=7&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of February 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=2&Year=2017,2,05/09/2017,05/09/2017
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of May 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=5&Year=2017,1,19/09/2017,19/09/2017
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of August 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=8&Year=2017,1,14/09/2017,14/09/2017
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of December 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=12&Year=2017,1,05/12/2017,05/12/2017
Farmers Queries in Kisan Call Centre (KCC) from BHAVNAGAR district of GUJARAT for the month of May 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=5&Year=2017,1,19/09/2017,19/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of GUJARAT for the month of July 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=7&Year=2017,0,22/09/2017,22/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of GUJARAT for the month of August 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=8&Year=2017,1,14/09/2017,14/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of GUJARAT for the month of January 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=1&Year=2017,1,01/09/2017,01/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of GUJARAT for the month of February 2017,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=2&Year=2017,1,05/09/2017,05/09/2017
Farmers Queries in Kisan Call Centre (KCC) from Bharuch district of Gujarat for the month of May 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=5&Year=2016,3,12/04/2017,11/12/2021
