Title,Json_url,Download_Number,published_date,updated_date
Farmers Queries in Kisan Call Centre (KCC) from Amreli district of Gujarat for the month of December 2009,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=12&Year=2009,1,05/12/2018,05/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Amreli district of Gujarat for the month of February 2009,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=2&Year=2009,1,05/12/2018,05/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Amreli district of Gujarat for the month of March 2009,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=3&Year=2009,1,05/12/2018,05/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Amreli district of Gujarat for the month of June 2009,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=6&Year=2009,1,05/12/2018,05/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Bhavnagar district of Gujarat for the month of April 2009,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=4&Year=2009,1,05/12/2018,05/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Bhavnagar district of Gujarat for the month of September 2009,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=9&Year=2009,1,05/12/2018,05/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Botad district of GUJARAT for the month of September 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=9&Year=2019,2,02/09/2019,02/09/2019
Farmers Queries in Kisan Call Centre (KCC) from Botad district of GUJARAT for the month of October 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=10&Year=2019,3,01/10/2019,01/10/2019
Farmers Queries in Kisan Call Centre (KCC) from Botad district of GUJARAT for the month of December 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=12&Year=2019,2,02/12/2019,02/12/2019
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of GUJARAT for the month of June 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=6&Year=2019,2,03/06/2019,03/06/2019
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of January 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=1&Year=2019,2,21/01/2019,21/01/2019
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of March 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=3&Year=2019,3,05/03/2019,05/03/2019
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of April 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=4&Year=2019,3,01/04/2019,01/04/2019
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of August 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=8&Year=2019,2,01/08/2019,01/08/2019
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of October 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=10&Year=2019,2,01/10/2019,01/10/2019
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of GUJARAT for the month of January 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=1&Year=2019,2,21/01/2019,21/01/2019
Farmers Queries in Kisan Call Centre (KCC) from Aravalli district of GUJARAT for the month of March 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0421&Month=3&Year=2019,2,05/03/2019,05/03/2019
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of October 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=10&Year=2011,1,20/12/2018,20/12/2018
Farmers Queries in Kisan Call Centre (KCC) from BANAS KANTHA district of GUJARAT for the month of January 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=1&Year=2011,1,06/02/2019,06/02/2019
Farmers Queries in Kisan Call Centre (KCC) from BANAS KANTHA district of GUJARAT for the month of February 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=2&Year=2011,1,04/02/2019,04/02/2019
Farmers Queries in Kisan Call Centre (KCC) from BANAS KANTHA district of GUJARAT for the month of August 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=8&Year=2011,1,21/12/2018,21/12/2018
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of July 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=7&Year=2010,1,14/12/2018,14/12/2018
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of August 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=8&Year=2010,1,07/12/2018,07/12/2018
Farmers Queries in Kisan Call Centre (KCC) from BHAVNAGAR district of GUJARAT for the month of September 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=9&Year=2010,1,07/12/2018,07/12/2018
Farmers Queries in Kisan Call Centre (KCC) from KACHCHH district of GUJARAT for the month of July 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0417&Month=7&Year=2010,1,14/12/2018,14/12/2018
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of October 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=10&Year=2010,1,07/12/2018,07/12/2018
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of December 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=12&Year=2010,1,10/12/2018,10/12/2018
Farmers Queries in Kisan Call Centre (KCC) from BHAVNAGAR district of GUJARAT for the month of April 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=4&Year=2010,1,14/12/2018,14/12/2018
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of March 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=3&Year=2019,3,05/03/2019,05/03/2019
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of April 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=4&Year=2019,3,01/04/2019,01/04/2019
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of May 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=5&Year=2019,2,01/05/2019,01/05/2019
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of July 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=7&Year=2019,2,01/07/2019,01/07/2019
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of August 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=8&Year=2019,2,01/08/2019,01/08/2019
Farmers Queries in Kisan Call Centre (KCC) from AHMADABAD district of GUJARAT for the month of September 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=9&Year=2019,3,02/09/2019,02/09/2019
Farmers Queries in Kisan Call Centre (KCC) from BHARUCH district of GUJARAT for the month of February 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=2&Year=2019,4,04/02/2019,04/02/2019
Farmers Queries in Kisan Call Centre (KCC) from BHARUCH district of GUJARAT for the month of May 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=5&Year=2019,2,01/05/2019,01/05/2019
Farmers Queries in Kisan Call Centre (KCC) from BHARUCH district of GUJARAT for the month of June 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=6&Year=2019,2,03/06/2019,03/06/2019
Farmers Queries in Kisan Call Centre (KCC) from BHARUCH district of GUJARAT for the month of August 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=8&Year=2019,2,01/08/2019,01/08/2019
Farmers Queries in Kisan Call Centre (KCC) from BANAS KANTHA district of GUJARAT for the month of December 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=12&Year=2019,2,02/12/2019,02/12/2019
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of April 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=4&Year=2011,1,20/12/2018,20/12/2018
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of May 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=5&Year=2011,1,20/12/2018,20/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Anand district of Gujarat for the month of January 2009,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=1&Year=2009,1,10/12/2018,10/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Anand district of Gujarat for the month of April 2009,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=4&Year=2009,1,10/12/2018,10/12/2018
Farmers Queries in Kisan Call Centre (KCC) from Ahmadabad district of Gujarat for the month of February 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=2&Year=2012,1,28/02/2019,28/02/2019
Farmers Queries in Kisan Call Centre (KCC) from Ahmadabad district of Gujarat for the month of April 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=4&Year=2012,1,07/03/2019,07/03/2019
Farmers Queries in Kisan Call Centre (KCC) from Bharuch district of Gujarat for the month of March 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=3&Year=2012,1,01/03/2019,01/03/2019
Farmers Queries in Kisan Call Centre (KCC) from Bharuch district of Gujarat for the month of April 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=4&Year=2012,1,06/03/2019,06/03/2019
Farmers Queries in Kisan Call Centre (KCC) from Bharuch district of Gujarat for the month of June 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=6&Year=2012,1,20/02/2019,20/02/2019
Farmers Queries in Kisan Call Centre (KCC) from Banas Kantha district of Gujarat for the month of October 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0402&Month=10&Year=2012,1,21/01/2019,21/01/2019
Farmers Queries in Kisan Call Centre (KCC) from Ahmadabad district of Gujarat for the month of October 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0401&Month=10&Year=2012,1,21/01/2019,21/01/2019
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of June 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=6&Year=2011,1,14/12/2018,14/12/2018
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of July 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=7&Year=2011,1,20/12/2018,20/12/2018
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of October 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=10&Year=2011,1,20/12/2018,20/12/2018
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of November 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=11&Year=2011,1,20/12/2018,20/12/2018
Farmers Queries in Kisan Call Centre (KCC) from BHAVNAGAR district of GUJARAT for the month of June 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=6&Year=2011,1,20/12/2018,20/12/2018
Farmers Queries in Kisan Call Centre (KCC) from BHAVNAGAR district of GUJARAT for the month of August 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=8&Year=2011,1,31/12/2018,31/12/2018
Farmers Queries in Kisan Call Centre (KCC) from BHAVNAGAR district of GUJARAT for the month of March 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=3&Year=2011,1,06/02/2019,06/02/2019
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of April 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=4&Year=2010,1,14/12/2018,14/12/2018
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of May 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=5&Year=2010,1,14/12/2018,14/12/2018
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of July 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=7&Year=2010,1,14/12/2018,14/12/2018
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of August 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=8&Year=2010,1,07/12/2018,07/12/2018
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of September 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=9&Year=2010,1,07/12/2018,07/12/2018
Farmers Queries in Kisan Call Centre (KCC) from ANAND district of GUJARAT for the month of December 2010,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0425&Month=12&Year=2010,1,10/12/2018,10/12/2018
Farmers Queries in Kisan Call Centre (KCC) from BHAVNAGAR district of GUJARAT for the month of December 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=12&Year=2019,2,02/12/2019,02/12/2019
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of April 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=4&Year=2019,4,01/04/2019,01/04/2019
Farmers Queries in Kisan Call Centre (KCC) from AMRELI district of GUJARAT for the month of October 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=10&Year=2019,2,01/10/2019,01/10/2019
Farmers Queries in Kisan Call Centre (KCC) from BHAVNAGAR district of GUJARAT for the month of February 2019,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0414&Month=2&Year=2019,2,04/02/2019,04/02/2019
Farmers Queries in Kisan Call Centre (KCC) from Mahesana District of Gujarat for the month of January 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0409&Month=1&Year=2023,,20/01/2023,20/01/2023
Farmers Queries in Kisan Call Centre (KCC) from Botad District of Gujarat for the month of January 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0423&Month=1&Year=2023,,20/01/2023,20/01/2023
Farmers Queries in Kisan Call Centre (KCC) from Porbandar District of Gujarat for the month of January 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0426&Month=1&Year=2023,,20/01/2023,20/01/2023
Farmers Queries in Kisan Call Centre (KCC) from Kachchh District of Gujarat for the month of January 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0417&Month=1&Year=2023,,20/01/2023,20/01/2023
Farmers Queries in Kisan Call Centre (KCC) from Navsari District of Gujarat for the month of January 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0422&Month=1&Year=2023,,20/01/2023,20/01/2023
Farmers Queries in Kisan Call Centre (KCC) from Bharuch District of Gujarat for the month of February 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0404&Month=2&Year=2023,,01/02/2023,01/02/2023
Farmers Queries in Kisan Call Centre (KCC) from Amreli District of Gujarat for the month of February 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0413&Month=2&Year=2023,,01/02/2023,01/02/2023
Farmers Queries in Kisan Call Centre (KCC) from Panch Mahals District of Gujarat for the month of February 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0410&Month=2&Year=2023,,01/02/2023,01/02/2023
Farmers Queries in Kisan Call Centre (KCC) from Dohad District of Gujarat for the month of February 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0424&Month=2&Year=2023,,01/02/2023,01/02/2023
Farmers Queries in Kisan Call Centre (KCC) from Jamnagar District of Gujarat for the month of February 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0415&Month=2&Year=2023,,01/02/2023,01/02/2023
Farmers Queries in Kisan Call Centre (KCC) from Porbandar District of Gujarat for the month of February 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0426&Month=2&Year=2023,,01/02/2023,01/02/2023
Farmers Queries in Kisan Call Centre (KCC) from Gir Somnath District of Gujarat for the month of February 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0433&Month=2&Year=2023,,01/02/2023,01/02/2023
Farmers Queries in Kisan Call Centre (KCC) from Morbi District of Gujarat for the month of February 2023,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0432&Month=2&Year=2023,,01/02/2023,01/02/2023
Farmers Queries in Kisan Call Centre (KCC) from DOHAD district of GUJARAT for the month of September 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0424&Month=9&Year=2020,0,01/09/2020,04/09/2020
Farmers Queries in Kisan Call Centre (KCC) from NAVSARI district of GUJARAT for the month of December 2014,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0422&Month=12&Year=2014,2,29/06/2018,29/06/2018
Farmers Queries in Kisan Call Centre (KCC) from Gir Somnath district of Gujarat for the month of September 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0433&Month=9&Year=2016,2,20/03/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from Gir Somnath district of Gujarat for the month of November 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0433&Month=11&Year=2016,2,20/03/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from Morbi district of Gujarat for the month of February 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0432&Month=2&Year=2016,3,20/03/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from Morbi district of Gujarat for the month of March 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0432&Month=3&Year=2016,1,20/03/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from Morbi district of Gujarat for the month of May 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0432&Month=5&Year=2016,4,20/03/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from Morbi district of Gujarat for the month of November 2016,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0432&Month=11&Year=2016,1,20/03/2017,11/12/2021
Farmers Queries in Kisan Call Centre (KCC) from Surat district of Gujarat for the month of January 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0412&Month=1&Year=2012,1,15/03/2019,15/03/2019
Farmers Queries in Kisan Call Centre (KCC) from Kachchh district of Gujarat for the month of January 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0417&Month=1&Year=2012,1,18/03/2019,18/03/2019
Farmers Queries in Kisan Call Centre (KCC) from Junagadh district of Gujarat for the month of January 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0416&Month=1&Year=2012,1,18/03/2019,18/03/2019
Farmers Queries in Kisan Call Centre (KCC) from Kheda district of Gujarat for the month of January 2012,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0408&Month=1&Year=2012,1,18/03/2019,18/03/2019
Farmers Queries in Kisan Call Centre (KCC) from RAJKOT district of GUJARAT for the month of April 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0418&Month=4&Year=2020,0,24/06/2020,24/06/2020
Farmers Queries in Kisan Call Centre (KCC) from DANGS district of GUJARAT for the month of February 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0406&Month=2&Year=2011,1,04/02/2019,04/02/2019
Farmers Queries in Kisan Call Centre (KCC) from NAVSARI district of GUJARAT for the month of February 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0422&Month=2&Year=2011,1,04/02/2019,04/02/2019
Farmers Queries in Kisan Call Centre (KCC) from VALSAD district of GUJARAT for the month of April 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0405&Month=4&Year=2020,0,24/06/2020,24/06/2020
Farmers Queries in Kisan Call Centre (KCC) from PANCH MAHALS district of GUJARAT for the month of January 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0410&Month=1&Year=2011,1,01/02/2019,01/02/2019
Farmers Queries in Kisan Call Centre (KCC) from NAVSARI district of GUJARAT for the month of January 2011,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0422&Month=1&Year=2011,1,01/02/2019,01/02/2019
Farmers Queries in Kisan Call Centre (KCC) from NARMADA district of GUJARAT for the month of April 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0428&Month=4&Year=2020,0,24/06/2020,24/06/2020
Farmers Queries in Kisan Call Centre (KCC) from RAJKOT district of GUJARAT for the month of February 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0418&Month=2&Year=2020,0,16/06/2020,16/06/2020
Farmers Queries in Kisan Call Centre (KCC) from TAPI district of GUJARAT for the month of February 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0420&Month=2&Year=2020,0,16/06/2020,16/06/2020
Farmers Queries in Kisan Call Centre (KCC) from JAMNAGAR district of GUJARAT for the month of May 2014,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0415&Month=5&Year=2014,2,15/06/2018,15/06/2018
Farmers Queries in Kisan Call Centre (KCC) from DANGS district of GUJARAT for the month of June 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0406&Month=6&Year=2020,0,17/06/2020,17/06/2020
Farmers Queries in Kisan Call Centre (KCC) from SABARKANTHA district of GUJARAT for the month of June 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0411&Month=6&Year=2020,0,17/06/2020,17/06/2020
Farmers Queries in Kisan Call Centre (KCC) from Gir Somnath district of GUJARAT for the month of February 2020,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0433&Month=2&Year=2020,0,16/06/2020,16/06/2020
Farmers Queries in Kisan Call Centre (KCC) from KACHCHH district of GUJARAT for the month of February 2014,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0417&Month=2&Year=2014,2,12/06/2018,12/06/2018
Farmers Queries in Kisan Call Centre (KCC) from NAVSARI district of GUJARAT for the month of February 2014,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0422&Month=2&Year=2014,2,12/06/2018,12/06/2018
Farmers Queries in Kisan Call Centre (KCC) from Valsad district of Gujarat for the month of May 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0405&Month=5&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Vadodara district of Gujarat for the month of January 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0403&Month=1&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Vadodara district of Gujarat for the month of April 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0403&Month=4&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Vadodara district of Gujarat for the month of May 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0403&Month=5&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Navsari district of Gujarat for the month of December 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0422&Month=12&Year=2015,2,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Navsari district of Gujarat for the month of July 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0422&Month=7&Year=2015,2,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Tapi district of Gujarat for the month of May 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0420&Month=5&Year=2015,1,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Tapi district of Gujarat for the month of April 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0420&Month=4&Year=2015,2,24/04/2017,24/04/2017
Farmers Queries in Kisan Call Centre (KCC) from Surendranagar district of Gujarat for the month of July 2015,http://dackkms.gov.in/Account/API/kKMS_QueryData.aspx?StateCD=04&DistrictCd=0419&Month=7&Year=2015,3,24/04/2017,24/04/2017
